time,selftest,filter_valid,gnss_fix,no_rotation_update_status,representative_motion,clock_bias_estimation,clipflag_acc_x,clipflag_acc_y,clipflag_acc_z,clipflag_gyr_x,clipflag_gyr_y,clipflag_gyr_z,clipflag_mag_x,clipflag_mag_y,clipflag_mag_z,clipping_indication,syncin_marker,syncout_marker,filter_mode,have_gnss_time_pulse,rtk_status
2026/06/04 15:16:52.560993440,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.561209970,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.571208694,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.571387771,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.571621848,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.571838184,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.581824203,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.582027558,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.582276959,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.582489278,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.593631231,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.594079814,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.594489429,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.594916106,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
